no.,crash_year,crash_month,crash_date,crash_hour,crash_minute,crash_area,crash_country,operator,flight,crash_route_start,crash_route_mid,crash_route_end,type,registration,fuselage_number,aboard,fatalities,ground,summary,crash_reason,survived,crash_survivor,crash_opr_type,lon,lat,
2724,1974,2,10,25,31,AtlantiOcean,NA,North Cay Air - Air Taxi,NA,"St. Croix, VI "," St. Thomas, VI",NA,Brittonnorman BN-2A6,N864JA,NA,102,103,0,Lost at sea. Never recovered.,miscellaneous,0,dead,Civilian,-28.6731465,-14.5994134,
2725,1974,2,22,2,0,Baltimore,USA,Delta Air Lines,523,Baltimore , Atlanta,NA,MDonnell Dougals DC-9,NA,NA,56,3,0,"An out of work Pennsylvania salesman, Samuel Byck attempted to hijack Flight 523. His plans were to fly the plane into the White House and kill president Richard Nixon. He killed a security guard to get on board. He then shot and killed to copilot and seriously wounded the pilot. He was wounded  by a security guard and soon after killed himself. The plane never left the ground.",technical_failure,53,alive,Civilian,-76.6121893,39.2903848,
2726,1974,2,23,2,0,San Francisco de Moxos, Bolivia,SAVCO,NA,NA,NA,NA,Curtiss C-46A-45-CU,CP1052,30195,212,220,0,Severe turbulence possibly caused the failure of ropes securing cargo. The center of gravity shifted causing a loss of control. The wreckage was found 2 days later.,technical_failure,0,dead,Civilian,-65.613029,-15.36394,
2727,1974,2,28,2,0,Near Mehrabad,Iran,Military - Imperial Iranian Air Force,NA,NA,NA,NA,Lockheed C-130E Hercules,5122,4393,3,5,0,NA,miscellaneous,0,dead,Military,51.311241,35.6899882,
2728,1974,3,3,14,41,Near Ermenonville,France,Turkish Airlines (THY),981,Paris , London,NA,McDonnell Douglas DC-10-10,TCJAV,46704/29,165,159,0,"The aircraft crashed shortly after takeoff from Orly Airport in Paris, France. Climbing through FL110 the aircraft lost the rear cargo door, resulting in explosive decompression and damage to the cabin floor and control cables. The aircraft lost control and crashed in a forest at a high rate of speed. The service subcontractor and the flight engineer neglected to check the locking mechanism through a recently installed viewport to verify the door was latched properly. In addition, although a service bulletin stipulated that the locking pin should be extended, it was mistakenly shortened causing the latch to release after the cabin was pressurized. On June 12, 1972, an American Airlines DC-10 lost its cargo door shortly after taking off from Detroit Michigan. Using mainly engine thrust the crew was able to land safely. The cause was a defect in the latching mechanism on the door.",technical_failure,6,alive,Civilian,2.697813,49.127692,
2729,1974,3,8,2,0,Hanoi,Vietnam,Pathet Lao Airlines,NA,NA,NA,NA,Antonov An-24,NA,NA,87,90,0,Fifiteen journalists aboard for an Asian tour.,miscellaneous,0,dead,Civilian,105.8341598,21.0277644,
2730,1974,3,11,28,42,Carson City,USA,Executive Air - Air Taxi,NA,"Carson City, NV "," San Jose, CA",NA,Robertson 414,N8118Q,NA,176,169,0,"Took off on a dark night, turned, climbed and struck a mountain. Pilot failed to follow approved procedures. Failed to see and avoid obstructions. Improper decision and planning.",mountain_crash,7,alive,Civilian,-119.7674034,39.1637984,
2731,1974,3,13,25,28,Bishop,USA,Sierra PacifiAirlines,802,Bishop , Burbank,NA,Convair CV-440,N4819C,138,169,162,0,"The aircraft crashed into Poleta Ridge, in the foothills of  the White Mountains at 6,100 ft.  The Wolper Productions Inc. movie crew was being flown from Bishop to Burbank. The flight was being conducted under VFR conditions. It could not be determined why the crew did not maintain a safe distance from hazardous terrain.",miscellaneous,7,alive,Civilian,-96.8162595,39.0472574,
2732,1974,3,15,37,7,Tehran,Iran,Sterling Airways,NA,Tehran , Kobenhavn,NA,Aerospatiale Caravelle 10B3,OYSTK,266,241,61,0,Collapse of right main landing gear while taxing ruptured the wing fuel tank causing a fire.,technical_failure,180,alive,Civilian,51.3889736,35.6891975,
2733,1974,4,4,26,35,Francistown,Botswana,Wenela Air Services,NA,Francistown , Malawi,NA,Douglas DC-4,A2ZER,27242,228,233,0,The aircraft crashed into trees and burst into flames after the engines overheated resulting in loss of power. The plane was carrying gold miners. Fuel contamination. Jet A fuel contaminated the aviation gasoline.,miscellaneous,0,dead,Civilian,27.5143603,-21.1661005,
2734,1974,4,11,38,41,Hilo Island,USA,Island Air,NA,"Keahole, HI "," Kahului, HI",NA,Beechcraft H18S,N28358,NA,14,17,0,Flew into mountain slope in poor visibility. Continued VFR into adverse weather conditions.,mountain_crash,0,dead,Civilian,-155.0685224,19.7296406,
2735,1974,4,22,20,26,Grogak, Bali,Pan American World Airways,812,Hong Kong ," Bali, Indonesia "," Sydney, Austrailia",Boeing B-707-321C,N446PA,19268/544,11,14,0,"The aircraft was on a flight from Hong Kong to Denpassar, Bali.  While on approach, the plane crashed into Mt. Mesehe at 4,000 ft. killing all aboard. Premature execution of a right hand turn to join the 263 degrees outbound track which was based on the indication given by only one of the ADFs while the other one was still in steady condition. External or internal interference causing an incorrect indication from the automatidirection finder. The aircraft was named Clipper Climax.",miscellaneous,0,dead,Civilian,114.7855271,-8.2146454,
2736,1974,4,24,2,0,Tashkent,Uzbekistan,Aeroflot,NA,NA,NA,NA,Ilyushin IL-18E,CCCP75405,186009005,20,3,0,"The plane took off, descended and crashed.",miscellaneous,17,alive,Civilian,69.2400734,41.2994958,
2737,1974,4,27,2,0,Near Leningrad,Russia,Aeroflot,NA,NA,NA,NA,Ilyushin IL-18B,CCCP75559,184007703,23,29,0,The aircraft crashed after report of a heavy vibration and fire in the No. 4 engine. Structural failure of turbine disin No. 4 the engine.,miscellaneous,0,dead,Civilian,30.3609096,59.9310584,
2738,1974,4,30,18,47,Galveston,USA,Houston Metro Airlines,NA,"Galveston, TX "," Houston, TX",NA,Beechcraft 99,N853SA,U-41,25,205,0,Crashed during takeoff. Inadequate preflight preparation and planning. Lack of familarity with aircraft.  Misused  flaps. Gust lock engaged.,technical_failure,0,dead,Civilian,-94.7976958,29.3013479,
2739,1974,5,2,25,30,Banos,Ecuador,Aero Taxis Equatorianos,NA,Pastaza , Ambato,NA,Douglas C-47,HCAUC,NA,124,112,0,Struck a mountain shortly after takeoff. Failure to climb to the minimum safety altitude. Overconfidence of the crew. Distraction by a tourist guide in the cockpit.,technical_failure,12,alive,Civilian,-78.4268758,-1.3928344,
2740,1974,5,6,29,22,Nurnberg,Germany,Fragtflug,NA,Nice , Nurnberg,NA,Douglas DC-6A,TFOAE,44069/396,149,147,0,The cargo plane struck trees and crashed while on final approach. Icing. Pilot blood alcohol above normal.,technical_failure,2,alive,Civilian,11.0766654,49.4521018,
2741,1974,5,23,21,55,Springfield,USA,Saturn Airways,NA,"Alameda, CA "," Indianapolis, IN",NA,Lockheed L-100-30 Hercules,N14ST,4225,149,147,0,"While en route the left wing separated from the aircraft. The plane crashed out of contol. The undiscovered, preexisting fatigue cracks, which reduced the strength of the left wing to the degree that it failed as a result of positive aerodynamiloads created by moderate turbulence.",miscellaneous,2,alive,Civilian,-93.2922989,37.2089572,
2742,1974,5,23,2,0,Kiev,Ukraine,Aeroflot,NA,NA,NA,NA,Yakovlev YAK-40,CCCP87579,9221122,143,143,0,Crashed during approach.,miscellaneous,0,dead,Civilian,30.5234,50.4501,
2743,1974,5,31,2,0,Rankin Inlet,Canada,Lambair,NA,NA,NA,NA,Bristol 170 Freighter 31E,CFQWJ,13078,102,103,0,The cargo plane suffered an engine failure and spiraled into the ground.,technical_failure,0,dead,Civilian,-92.0852853,62.808375,
2744,1974,6,8,22,30,Monte San Isidro,Colombia,Aerolineas TAO,514,Bucaramanga , Cucuta,NA,Vickers Viscount 785D,HK1058,380,181,177,0,The aircraft lost control and crashed after a tailplane failure. Failure in-flight of the tailplane spar causing the left tailplane and elevator the detach.,miscellaneous,4,alive,Civilian,-118.064693,34.0552206,
2745,1974,6,27,2,0,Battambang,Cambodia,Cambodia Air,1999,Battambang , Phnom Penh,NA,Boeing 307B-1 Stratoliner,XWTFR,1999,173,99,0,Crashed during takeoff and burned after 3 engines failed. Mechanical failure due to improper maintenance procedures. Insufficient training of cabin crew.,technical_failure,74,alive,Civilian,103.2022055,13.09573,
2746,1974,6,30,18,0,Umiat,USA,Alaska Helicopter - Air Taxi,NA,"Umiat, AK ", Local,NA,Fairchild Hiller FH1100,N8679,NA,187,188,0,Crashed after the fatigue fracture of the swachplate assembly. Inadequate maintenance and inspection.,miscellaneous,0,dead,Civilian,-152.1432951,69.367233,
2747,1974,7,24,38,45,Bogota,Colombia,Aeronorte Colombia,NA,NA,NA,NA,Douglas DC-4,HK728,10507,149,147,0,"The cargo plane crashed into a mountain at 7,000 ft. shortly after taking off.",mountain_crash,2,alive,Civilian,-74.072092,4.7109886,
2748,1974,7,27,2,0,Near MoHoa,Vietnam,Air Amercia,NA,Phnom Penh , Siagon,NA,Fairchild C-123K,ST4,20304,187,188,0,The cargo plane was struck by a surface-to-air missile.,technical_failure,0,dead,Civilian,172.8066362,-40.8627531,
2749,1974,8,5,2,0,Mt. Apica,Canada,Laurentian Air Services,NA,LaTuque , St. Honore,NA,Douglas DC-3,CFTAT,11850,14,188,0,Struck high ground while attempting to land at St. Honore.,miscellaneous,0,dead,Civilian,-71.4064952,47.9698392,
2750,1974,8,9,2,0,Diemas,Syria,Military - Canadian Air Force,NA,"Beirut, Lebanon  "," Damascas, Syria",NA,de Havilland Canada DHC-5 Buffalo,115461,NA,234,248,0,"On a routine United Nations flight to Damascus, Syria, from Beirut, Lebanon, climbed eastward over the Lebanese highlands. Apparently painted by Syrian radar and subsequently as it neared the village of Diemas, the decision was made to launch several SAM missiles, one of which destroyed the aircraft.",miscellaneous,0,dead,Military,20.6408079,-28.7636431,
2751,1974,8,11,2,0,Near Ouagadougou,Burkina Faso,Air  Mali,NA,"Bamako, Mali "," Kano,Nigeria",NA,Ilyushin IL-18B,TZABE,181003304,201,182,0,"The aircraft crashed after running out of fuel. After being diverted because of bad weather, a navigation error caused the crew to circle the wrong city.",natural_cause,19,alive,Civilian,-1.5196603,12.3714277,
2752,1974,8,12,19,50,Cali,Colombia,AVIANCA,NA,Tumaco , Bogota,NA,Douglas C-47-DL,HK508,4527,138,137,0,The crew became lost in rainy weather and crashed into Trujillo Mountain. Wreckage found 2 months later.,natural_cause,1,alive,Civilian,-76.5319854,3.4516467,
2753,1974,8,13,23,35,Anaktuvuk,USA,MerriAviation - Air Taxi,NA,"Dietrich, AK "," Happy Valley, AK",NA,de Havilland DHC-2,N7620,NA,176,169,0,"Tried to fly through an obscure mountain pass, tried to turn around and hit the ground.",mountain_crash,7,alive,Civilian,-151.7358334,68.1433333,
2754,1974,8,14,2,0,Margarita Island,Venezuela,Linea Aeropostal Venezolana,NA,Cumana , Porlamar,NA,Vickers Viscount 749,YVCAMX,95,186,184,0,The flight crashed into La Gloria peak in a hurricane.,miscellaneous,2,alive,Civilian,-63.9113296,10.9970723,
2755,1974,8,18,2,0,Near La Paz,Bolivia,Military - U.S. Air Force,NA,"Howard AFB, Panama "," La Paz, Bolivia",NA,Lockheed C-141A,650274,300-6126,212,220,0,Navigational error. Crew started their descent prematurely and struck a mountain.,mountain_crash,0,dead,Military,-110.3127531,24.1426408,
2756,1974,8,18,2,0,Near Kisangani, Democratic Republic of the Congo,Military - Zairean Air Force,NA,NA,NA,NA,Lockheed C-130H,9TTCD,4422,156,152,0,NA,miscellaneous,4,alive,Military,25.2007728,0.5185303,
2757,1974,9,7,2,0,Tandjung-karang,Indonesia,Garuda Indonesia Airlines,NA,NA,NA,NA,Fokker F-27 Friendship 600,PKGFJ,10422,173,161,0,Crashed into a building while landing during poor weather conditions. The plane was blown against the building by a strong gust of wind.,natural_cause,12,alive,Civilian,101.1767141,3.426409,
2758,1974,9,8,38,40,Ionian Sea , off Kefallinia,Trans World Airlines,841,Tel Aviv , Athens , Rome ,Boeing B-707-331B,N8734,20063/789,232,246,0,"The aircraft pitched up, rolled to the left, went into a steep spiral dive and crashed into the sea. Detonation of an explosive device in the aft cargo hold. A Palestinian organization claimed responsibility. The blast probably buckled the cabin floor damaging the elevator and rudder controls.",technical_failure,0,dead,Civilian,18.8076195,37.7884803,
2759,1974,9,11,36,34,Near Charlotte,USA,Eastern Air Lines,212,"Charleston, SC "," Charlotte, NC "," Chicago, IL",McDonnell Douglas DC-9-31,N8984E,47400/443,226,222,0,The aircraft flew too low and struck trees 3.3 miles short of the runway during an approach in fog. Flightcrew's lack of altitude awareness at critical points during the approach due to poor cockpit discipline in that the crew did not follow prescribed procedures. The crewmembers were preoccupied with conversations having nothing to do with the operating the aircraft while conducting an instrument approach. The aircraft was 50 knots too fast and 500 feet below the final approach fix.,miscellaneous,4,alive,Civilian,-80.8431267,35.2270869,
2760,1974,9,15,14,0,Phan Rang,Vietnam,Air Vietnam (South Vietnam),706,Da Nang , Saigon,NA,Boeing B-727-121C,XVNJC,19819,218,228,0,"Hijacked. Detonation of two hand grenades in the passenger compartment after the pilot refused to fly to Hanoi, North Vietnam. The aircraft attempted to land, executed a missed approach and dove into the ground from a height of 1,000 feet.",technical_failure,0,dead,Civilian,108.9912066,11.5825677,
2761,1974,9,19,32,50,Riverside,USA,Riverside Air,NA,"Las Vegas, NV "," Riverside, CA",NA,Piper PA-32,N15528,NA,187,188,0,Crashed into cables and caugt fire after a third attempt to land.  Improper IFR procedures. Pilot descended below MDA on VOR approach.,miscellaneous,0,dead,Civilian,-117.3754942,33.9806005,
2762,1974,9,22,38,55,Fairbanks,USA,Frontier Flying Service - Air Taxi,NA,"Fairbanks, AK "," Dietrich, AK",NA,Cessna 185,N70026,NA,102,103,0,The aircraft suffered engine failure during takeoff and crashed. Excessive ware of spark plugs. Inadequate inspection and maintenance.,technical_failure,0,dead,Civilian,-147.7163888,64.8377778,
2763,1974,10,1,28,40,Lupine,USA,Winship Air Service,NA,"Fairbanks, AK "," Lupine, AK",NA,Volpar 18,N357V,NA,200,205,0,Crashed after encountering airframe icing. Failed to follow approved procedures and directives. Improper operation of powerplant and powerplant controls.,miscellaneous,0,dead,Civilian,-71.0751316,44.0074919,
2764,1974,10,2,25,30,Off Saint Thomas, U.S. Virgin Islands,North Cay Airways,NA,Saint Croix , Saint Thomas,NA,Britten-Norman BN-2A Islander,N864JA,175,102,103,0,Crashed into the ocean.,miscellaneous,0,dead,Civilian,-64.8940946,18.3380965,
2765,1974,10,9,2,0,Medfra,USA,Evergreen Helicopter - Air Taxi,NA,NA,NA,NA,Bell 205A,N2970W,NA,149,147,0,Main rotor separated due to overloading. Evidence of mast bumping. Improper operation of flight controls.,miscellaneous,2,alive,Civilian,-154.7141668,63.1066667,
2766,1974,10,10,2,0,Cairo,Egypt,EgyptAir,NA,Training,NA,NA,Tupolev Tu-154,SUAXB,73A-048,200,205,0,The aircraft lost control while taking off and crashed. Pilot error. Stalled.,miscellaneous,0,dead,Civilian,31.2357116,30.0444196,
2767,1974,10,13,2,0,Formosa Strait,NA,Military - U.S. Air Force,NA,NA,NA,NA,Lockheed WC-130H Hercules,650965,4106,200,205,0,Disappeared after flying into typhoon Bess.,miscellaneous,0,dead,Military,119.697944,24.658084,
2768,1974,10,17,37,50,Kassan,USA,Webber Airlines -Air Taxi,NA,"Kassan, AK "," Coffman Cove, AK",NA,de Havilland DHC-2,N129WA,NA,223,188,0,Entered local fog conditions after takeoff and collided with trees. Pilot initiated flight in adverse weather conditions.,technical_failure,35,alive,Civilian,-77.3580148,38.6102159,
2769,1974,10,19,12,15,Calapan,Philippines,Mabuhay Airways,NA,NA,NA,NA,Douglas DC-3,RPC643,15551/26996,223,3,0,"One hour after takeoff, cruising at FL85, the No.1 engine had to be shut down due to severe vibrations and backfiring. The crew chose to divert to Calapan. At 900 ft over Calapan, the controls began to shake and control of the aircraft  was lost. The aircraft was ditched 700 feet offshore.",technical_failure,220,alive,Civilian,121.1645706,13.3770935,
2770,1974,10,22,23,25,Fort Apache,USA,Deming Flying Service - Air Taxi,NA,"Kingman, AZ "," Deming, NM",NA,Cessna 172M,N20673,NA,102,103,0,The pilot continued flight into poor weather conditions  and thunderstorm activity. Continued VFR flight into adverse weather conditions. Pilot not insturment rated.,natural_cause,0,dead,Civilian,-109.9887125,33.79062,
2771,1974,10,24,25,30,Blair,USA,AltusFlying Service - Air Taxi,NA,"Dallas, TX "," Altus, OK",NA,Piper PA-31,N979L,NA,176,103,0,Collided with the ground on final apporach in rain and fog. ATC failed to provide radar vectoring as requested. Pilot descended below MDA.,miscellaneous,73,alive,Civilian,-93.279583,37.200975,
2772,1974,10,24,35,35,Chicao,USA,Henry Nichols - Air Taxi,NA,"Indianapolis, IN "," Chicago, Il",NA,Cessna 337D,N2HN,NA,149,103,0,Pilot misjudged altitude in fog and landed in water. Continued VFR flight into adverse weather conditions.,natural_cause,46,alive,Civilian,-87.6297982,41.8781136,
